Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP,dollar ,Employment (in 000),as % of sector GDP,as % of sector employment,,
Belgium,BEL,_All,542761.0921,"Longer containment, larger demand shock",-5.65,30686.64,298.00,-5.65,-5.76,,
Bulgaria,BGR,"Agriculture, Mining and Quarrying",65132.95112,"Longer containment, larger demand shock",-0.36,232.74,36.00,-4.80,-4.96,,
Bulgaria,BGR,"Business, Trade, Personal, and Public Services",65132.95112,"Longer containment, larger demand shock",-3.49,2276.01,124.00,-6.28,-6.25,,
Bulgaria,BGR,Hotel and restaurants and Other Personal Services,65132.95112,"Longer containment, larger demand shock",-0.80,519.37,40.00,-13.11,-11.73,,
Bulgaria,BGR,"Light/Heavy Manufacturing, Utilities, and Construction",65132.95112,"Longer containment, larger demand shock",-1.35,882.08,56.00,-5.53,-5.46,,
Bulgaria,BGR,Transport services,65132.95112,"Longer containment, larger demand shock",-1.75,1137.65,55.00,-27.68,-28.74,,
Bulgaria,BGR,_All,65132.95112,"Longer containment, larger demand shock",-7.75,5047.85,310.00,-7.75,-7.29,,
Brazil,BRA,"Agriculture, Mining and Quarrying",1868626.088,"Longer containment, larger demand shock",-0.43,8053.56,769.00,-5.23,-5.28,,
Brazil,BRA,"Business, Trade, Personal, and Public Services",1868626.088,"Longer containment, larger demand shock",-3.81,71229.03,3320.00,-6.29,-6.31,,
Brazil,BRA,Hotel and restaurants and Other Personal Services,1868626.088,"Longer containment, larger demand shock",-0.51,9607.77,1524.00,-6.68,-6.49,,
Brazil,BRA,"Light/Heavy Manufacturing, Utilities, and Construction",1868626.088,"Longer containment, larger demand shock",-1.14,21294.48,1132.00,-6.01,-6.14,,
Brazil,BRA,Transport services,1868626.088,"Longer containment, larger demand shock",-0.29,5328.09,343.00,-6.37,-6.16,,
Brazil,BRA,_All,1868626.088,"Longer containment, larger demand shock",-6.18,115512.92,7088.00,-6.18,-6.18,,
Canada,CAN,"Agriculture, Mining and Quarrying",1713341.705,"Longer containment, larger demand shock",-0.62,10544.17,37.00,-5.84,-5.63,,
Canada,CAN,"Business, Trade, Personal, and Public Services",1713341.705,"Longer containment, larger demand shock",-3.47,59429.06,630.00,-5.86,-5.87,,
Canada,CAN,Hotel and restaurants and Other Personal Services,1713341.705,"Longer containment, larger demand shock",-0.54,9292.01,381.00,-11.11,-10.76,,
Canada,CAN,"Light/Heavy Manufacturing, Utilities, and Construction",1713341.705,"Longer containment, larger demand shock",-1.25,21362.28,250.00,-5.78,-5.72,,
Canada,CAN,Transport services,1713341.705,"Longer containment, larger demand shock",-0.25,4271.39,63.00,-6.60,-6.60,,
Canada,CAN,_All,1713341.705,"Longer containment, larger demand shock",-6.12,104898.91,1360.00,-6.12,-6.72,,
Switzerland,SWI,"Agriculture, Mining and Quarrying",705140.3542,"Longer containment, larger demand shock",-0.05,318.11,153.00,-5.58,-5.65,,
Switzerland,SWI,"Business, Trade, Personal, and Public Services",705140.3542,"Longer containment, larger demand shock",-3.40,23985.41,73.00,-5.24,-5.25,,
Switzerland,SWI,Hotel and restaurants and Other Personal Services,705140.3542,"Longer containment, larger demand shock",-0.55,3893.67,18.00,-13.25,-13.92,,
Switzerland,SWI,"Light/Heavy Manufacturing, Utilities, and Construction",705140.3542,"Longer containment, larger demand shock",-1.36,9587.52,41.00,-5.15,-5.19,,
Switzerland,SWI,Transport services,705140.3542,"Longer containment, larger demand shock",-0.45,3146.81,17.00,-12.03,-11.81,,
Switzerland,SWI,_All,705140.3542,"Longer containment, larger demand shock",-5.80,40931.52,302.00,-5.80,-5.85,,
People's Republic of China,PRC,"Agriculture, Mining and Quarrying",13608151.86,"Longer containment, larger demand shock",-0.68,91984.24,12429.00,-4.93,-4.82,,
People's Republic of China,PRC,"Business, Trade, Personal, and Public Services",13608151.86,"Longer containment, larger demand shock",-2.03,275571.96,10153.00,-4.94,-4.80,,
People's Republic of China,PRC,Hotel and restaurants and Other Personal Services,13608151.86,"Longer containment, larger demand shock",-0.30,41173.05,12955.00,-6.01,-6.25,,
People's Republic of China,PRC,"Light/Heavy Manufacturing, Utilities, and Construction",13608151.86,"Longer containment, larger demand shock",-1.78,242388.26,14634.00,-4.96,-5.07,,
People's Republic of China,PRC,Transport services,13608151.86,"Longer containment, larger demand shock",-0.30,40483.71,2613.00,-6.76,-6.53,,
People's Republic of China,PRC,_All,13608151.86,"Longer containment, larger demand shock",-5.08,691601.22,52784.00,-5.08,-5.25,,
Cyprus,CYP,"Agriculture, Mining and Quarrying",24961.98866,"Longer containment, larger demand shock",-0.13,32.63,1.00,-5.26,-5.20,,
Cyprus,CYP,"Business, Trade, Personal, and Public Services",24961.98866,"Longer containment, larger demand shock",-5.23,1305.25,16.00,-7.99,-8.70,,
Cyprus,CYP,Hotel and restaurants and Other Personal Services,24961.98866,"Longer containment, larger demand shock",-2.26,564.95,11.00,-17.73,-14.30,,
Cyprus,CYP,"Light/Heavy Manufacturing, Utilities, and Construction",24961.98866,"Longer containment, larger demand shock",-0.87,217.87,5.00,-6.76,-6.41,,
Cyprus,CYP,Transport services,24961.98866,"Longer containment, larger demand shock",-2.44,609.17,13.00,-38.01,-61.52,,
Cyprus,CYP,_All,24961.98866,"Longer containment, larger demand shock",-10.94,2729.86,45.00,-10.94,-12.37,,
Czech Republic,CZE,"Agriculture, Mining and Quarrying",245225.8829,"Longer containment, larger demand shock",-0.19,471.01,13.00,-5.92,-5.71,,
Czech Republic,CZE,"Business, Trade, Personal, and Public Services",245225.8829,"Longer containment, larger demand shock",-2.86,7005.44,176.00,-5.64,-5.63,,
Czech Republic,CZE,Hotel and restaurants and Other Personal Services,245225.8829,"Longer containment, larger demand shock",-0.52,1279.08,49.00,-10.15,-9.63,,
Czech Republic,CZE,"Light/Heavy Manufacturing, Utilities, and Construction",245225.8829,"Longer containment, larger demand shock",-1.87,4589.06,122.00,-5.24,-5.22,,
Czech Republic,CZE,Transport services,245225.8829,"Longer containment, larger demand shock",-0.78,1913.36,58.00,-14.75,-15.25,,
Czech Republic,CZE,_All,245225.8829,"Longer containment, larger demand shock",-6.22,15257.95,418.00,-6.22,-6.35,,
Germany,GER,"Agriculture, Mining and Quarrying",3947620.163,"Longer containment, larger demand shock",-0.05,1834.30,59.00,-5.11,-5.08,,
Germany,GER,"Business, Trade, Personal, and Public Services",3947620.163,"Longer containment, larger demand shock",-3.16,124902.05,1622.00,-5.47,-5.52,,
Germany,GER,Hotel and restaurants and Other Personal Services,3947620.163,"Longer containment, larger demand shock",-0.54,21415.50,478.00,-8.83,-8.71,,
Germany,GER,"Light/Heavy Manufacturing, Utilities, and Construction",3947620.163,"Longer containment, larger demand shock",-1.62,63844.58,639.00,-5.19,-5.23,,
Germany,GER,Transport services,3947620.163,"Longer containment, larger demand shock",-0.30,11651.52,166.00,-7.37,-7.05,,
Germany,GER,_All,3947620.163,"Longer containment, larger demand shock",-5.67,223647.94,2964.00,-5.67,-5.86,,
Denmark,DEN,"Agriculture, Mining and Quarrying",355675.3291,"Longer containment, larger demand shock",-0.20,719.05,4.00,-5.87,-4.67,,
Denmark,DEN,"Business, Trade, Personal, and Public Services",355675.3291,"Longer containment, larger demand shock",-3.41,12119.82,117.00,-5.41,-5.47,,
Denmark,DEN,Hotel and restaurants and Other Personal Services,355675.3291,"Longer containment, larger demand shock",-0.40,1408.66,19.00,-5.80,-5.73,,
Denmark,DEN,"Light/Heavy Manufacturing, Utilities, and Construction",355675.3291,"Longer containment, larger demand shock",-1.07,3818.74,31.00,-5.11,-5.16,,
Denmark,DEN,Transport services,355675.3291,"Longer containment, larger demand shock",-0.32,1135.41,9.00,-5.63,-5.72,,
Denmark,DEN,_All,355675.3291,"Longer containment, larger demand shock",-5.40,19201.68,180.00,-5.40,-5.43,,
Spain,SPA,"Agriculture, Mining and Quarrying",1419041.95,"Longer containment, larger demand shock",-0.16,2313.09,55.00,-5.87,-5.90,,
Spain,SPA,"Business, Trade, Personal, and Public Services",1419041.95,"Longer containment, larger demand shock",-3.37,47822.22,626.00,-5.87,-5.82,,
Spain,SPA,Hotel and restaurants and Other Personal Services,1419041.95,"Longer containment, larger demand shock",-1.39,19766.92,463.00,-12.11,-12.42,,
Spain,SPA,"Light/Heavy Manufacturing, Utilities, and Construction",1419041.95,"Longer containment, larger demand shock",-1.37,19379.95,198.00,-5.72,-5.63,,
Spain,SPA,Transport services,1419041.95,"Longer containment, larger demand shock",-0.88,12434.32,170.00,-19.55,-19.03,,
Spain,SPA,_All,1419041.95,"Longer containment, larger demand shock",-7.17,101716.51,1511.00,-7.17,-7.63,,
Estonia,EST,"Agriculture, Mining and Quarrying",30732.14453,"Longer containment, larger demand shock",-0.19,58.82,1.00,-5.26,-4.96,,
Estonia,EST,"Business, Trade, Personal, and Public Services",30732.14453,"Longer containment, larger demand shock",-3.13,961.70,25.00,-5.84,-5.73,,
Estonia,EST,Hotel and restaurants and Other Personal Services,30732.14453,"Longer containment, larger demand shock",-0.75,230.96,12.00,-9.38,-9.28,,
Estonia,EST,"Light/Heavy Manufacturing, Utilities, and Construction",30732.14453,"Longer containment, larger demand shock",-1.41,433.69,14.00,-5.14,-5.07,,
Estonia,EST,Transport services,30732.14453,"Longer containment, larger demand shock",-0.84,258.15,8.00,-11.45,-11.41,,
Estonia,EST,_All,30732.14453,"Longer containment, larger demand shock",-6.32,1943.31,60.00,-6.32,-6.44,,
Finland,FIN,"Agriculture, Mining and Quarrying",276743.1205,"Longer containment, larger demand shock",-0.18,499.14,7.00,-5.50,-5.46,,
Finland,FIN,"Business, Trade, Personal, and Public Services",276743.1205,"Longer containment, larger demand shock",-3.48,9637.09,97.00,-5.95,-5.96,,
Finland,FIN,Hotel and restaurants and Other Personal Services,276743.1205,"Longer containment, larger demand shock",-0.33,900.19,16.00,-6.95,-6.91,,
Finland,FIN,"Light/Heavy Manufacturing, Utilities, and Construction",276743.1205,"Longer containment, larger demand shock",-1.59,4387.12,38.00,-5.54,-5.49,,
Finland,FIN,Transport services,276743.1205,"Longer containment, larger demand shock",-0.64,1759.03,21.00,-13.05,-12.18,,
Finland,FIN,_All,276743.1205,"Longer containment, larger demand shock",-6.21,17182.56,178.00,-6.21,-6.27,,
France,FRA,"Agriculture, Mining and Quarrying",2777535.239,"Longer containment, larger demand shock",-0.08,2193.31,40.00,-4.33,-4.31,,
France,FRA,"Business, Trade, Personal, and Public Services",2777535.239,"Longer containment, larger demand shock",-3.87,107576.45,1090.00,-5.68,-5.73,,
France,FRA,Hotel and restaurants and Other Personal Services,2777535.239,"Longer containment, larger demand shock",-0.45,12395.30,192.00,-7.42,-7.10,,
France,FRA,"Light/Heavy Manufacturing, Utilities, and Construction",2777535.239,"Longer containment, larger demand shock",-1.05,29136.04,281.00,-5.29,-5.36,,
France,FRA,Transport services,2777535.239,"Longer containment, larger demand shock",-0.56,15655.76,198.00,-13.44,-13.64,,
France,FRA,_All,2777535.239,"Longer containment, larger demand shock",-6.01,166956.86,1801.00,-6.01,-6.14,,
United Kingdom,UKG,"Agriculture, Mining and Quarrying",2855296.732,"Longer containment, larger demand shock",-0.10,2943.80,35.00,-5.35,-5.47,,
United Kingdom,UKG,"Business, Trade, Personal, and Public Services",2855296.732,"Longer containment, larger demand shock",-3.56,101555.81,1371.00,-5.54,-5.63,,
United Kingdom,UKG,Hotel and restaurants and Other Personal Services,2855296.732,"Longer containment, larger demand shock",-1.06,30194.64,352.00,-9.74,-9.07,,
United Kingdom,UKG,"Light/Heavy Manufacturing, Utilities, and Construction",2855296.732,"Longer containment, larger demand shock",-1.04,29687.90,338.00,-5.40,-5.45,,
United Kingdom,UKG,Transport services,2855296.732,"Longer containment, larger demand shock",-0.28,7865.32,177.00,-7.27,-6.99,,
United Kingdom,UKG,_All,2855296.732,"Longer containment, larger demand shock",-6.03,172247.48,2273.00,-6.03,-6.04,,
Greece,GRC,"Agriculture, Mining and Quarrying",218031.8446,"Longer containment, larger demand shock",-0.24,532.47,31.00,-5.32,-5.26,,
Greece,GRC,"Business, Trade, Personal, and Public Services",218031.8446,"Longer containment, larger demand shock",-3.81,8299.89,161.00,-6.38,-5.86,,
Greece,GRC,Hotel and restaurants and Other Personal Services,218031.8446,"Longer containment, larger demand shock",-1.05,2287.18,56.00,-9.04,-9.03,,
Greece,GRC,"Light/Heavy Manufacturing, Utilities, and Construction",218031.8446,"Longer containment, larger demand shock",-1.02,2225.12,56.00,-5.88,-5.97,,
Greece,GRC,Transport services,218031.8446,"Longer containment, larger demand shock",-2.28,4967.33,51.00,-33.54,-16.89,,
Greece,GRC,_All,218031.8446,"Longer containment, larger demand shock",-8.40,18312.00,355.00,-8.40,-6.84,,
Croatia,HRV,"Agriculture, Mining and Quarrying",60971.69932,"Longer containment, larger demand shock",-0.38,229.81,49.00,-5.91,-5.28,,
Croatia,HRV,"Business, Trade, Personal, and Public Services",60971.69932,"Longer containment, larger demand shock",-3.51,2138.43,31.00,-6.21,-6.21,,
Croatia,HRV,Hotel and restaurants and Other Personal Services,60971.69932,"Longer containment, larger demand shock",-1.17,713.89,7.00,-11.65,-13.53,,
Croatia,HRV,"Light/Heavy Manufacturing, Utilities, and Construction",60971.69932,"Longer containment, larger demand shock",-1.23,752.51,14.00,-5.44,-5.33,,
Croatia,HRV,Transport services,60971.69932,"Longer containment, larger demand shock",-1.18,719.45,15.00,-26.64,-24.58,,
Croatia,HRV,_All,60971.69932,"Longer containment, larger demand shock",-7.47,4554.07,116.00,-7.47,-6.42,,
Hungary,HUN,"Agriculture, Mining and Quarrying",157882.9128,"Longer containment, larger demand shock",-0.24,379.90,26.00,-5.34,-5.34,,
Hungary,HUN,"Business, Trade, Personal, and Public Services",157882.9128,"Longer containment, larger demand shock",-3.16,4983.06,158.00,-5.98,-5.94,,
Hungary,HUN,Hotel and restaurants and Other Personal Services,157882.9128,"Longer containment, larger demand shock",-0.56,879.04,44.00,-9.54,-9.42,,
Hungary,HUN,"Light/Heavy Manufacturing, Utilities, and Construction",157882.9128,"Longer containment, larger demand shock",-1.68,2660.14,97.00,-5.43,-5.40,,
Hungary,HUN,Transport services,157882.9128,"Longer containment, larger demand shock",-1.40,2209.95,71.00,-24.08,-23.78,,
Hungary,HUN,_All,157882.9128,"Longer containment, larger demand shock",-7.04,11112.08,397.00,-7.04,-6.94,,
Indonesia,INO,"Agriculture, Mining and Quarrying",1042173.301,"Longer containment, larger demand shock",-0.25,2643.62,328.00,-1.17,-0.85,,
Indonesia,INO,"Business, Trade, Personal, and Public Services",1042173.301,"Longer containment, larger demand shock",-0.14,1433.68,158.00,-0.40,-0.40,,
Indonesia,INO,Hotel and restaurants and Other Personal Services,1042173.301,"Longer containment, larger demand shock",-0.20,2049.18,631.00,-3.81,-3.87,,
Indonesia,INO,"Light/Heavy Manufacturing, Utilities, and Construction",1042173.301,"Longer containment, larger demand shock",-0.29,3028.34,230.00,-0.87,-0.92,,
Indonesia,INO,Transport services,1042173.301,"Longer containment, larger demand shock",-0.07,737.40,58.00,-1.23,-1.01,,
Indonesia,INO,_All,1042173.301,"Longer containment, larger demand shock",-0.95,9892.22,1405.00,-0.95,-1.12,,
India,IND,"Agriculture, Mining and Quarrying",2718732.231,"Longer containment, larger demand shock",-0.06,1539.79,598.00,-0.36,-0.22,,
India,IND,"Business, Trade, Personal, and Public Services",2718732.231,"Longer containment, larger demand shock",-0.16,4273.83,394.00,-0.30,-0.33,,
India,IND,Hotel and restaurants and Other Personal Services,2718732.231,"Longer containment, larger demand shock",-0.10,2647.20,604.00,-2.36,-2.19,,
India,IND,"Light/Heavy Manufacturing, Utilities, and Construction",2718732.231,"Longer containment, larger demand shock",-0.11,3082.76,575.00,-0.52,-0.43,,
India,IND,Transport services,2718732.231,"Longer containment, larger demand shock",-0.08,2071.65,212.00,-1.35,-0.91,,
India,IND,_All,2718732.231,"Longer containment, larger demand shock",-0.50,13615.25,2383.00,-0.50,-0.42,,
Ireland,IRE,"Agriculture, Mining and Quarrying",382487.4905,"Longer containment, larger demand shock",-0.09,343.30,8.00,-5.88,-5.86,,
Ireland,IRE,"Business, Trade, Personal, and Public Services",382487.4905,"Longer containment, larger demand shock",-2.33,8908.24,65.00,-4.43,-4.62,,
Ireland,IRE,Hotel and restaurants and Other Personal Services,382487.4905,"Longer containment, larger demand shock",-0.34,1286.02,21.00,-8.64,-8.52,,
Ireland,IRE,"Light/Heavy Manufacturing, Utilities, and Construction",382487.4905,"Longer containment, larger demand shock",-1.86,7103.15,48.00,-4.82,-6.07,,
Ireland,IRE,Transport services,382487.4905,"Longer containment, larger demand shock",-0.83,3162.54,24.00,-23.50,-19.71,,
Ireland,IRE,_All,382487.4905,"Longer containment, larger demand shock",-5.44,20803.24,166.00,-5.44,-6.15,,
Italy,ITA,"Agriculture, Mining and Quarrying",2083864.26,"Longer containment, larger demand shock",-0.14,2880.87,50.00,-5.20,-5.19,,
Italy,ITA,"Business, Trade, Personal, and Public Services",2083864.26,"Longer containment, larger demand shock",-3.45,71831.28,769.00,-5.74,-5.82,,
Italy,ITA,Hotel and restaurants and Other Personal Services,2083864.26,"Longer containment, larger demand shock",-0.73,15243.34,277.00,-8.42,-8.92,,
Italy,ITA,"Light/Heavy Manufacturing, Utilities, and Construction",2083864.26,"Longer containment, larger demand shock",-1.23,25721.43,317.00,-5.25,-5.20,,
Italy,ITA,Transport services,2083864.26,"Longer containment, larger demand shock",-0.62,12934.89,108.00,-12.26,-11.23,,
Italy,ITA,_All,2083864.26,"Longer containment, larger demand shock",-6.17,128611.81,1521.00,-6.17,-6.25,,
Japan,JPN,"Agriculture, Mining and Quarrying",4971323.08,"Longer containment, larger demand shock",-0.08,3795.71,127.00,-5.15,-5.17,,
Japan,JPN,"Business, Trade, Personal, and Public Services",4971323.08,"Longer containment, larger demand shock",-3.11,154752.97,1690.00,-5.26,-5.38,,
Japan,JPN,Hotel and restaurants and Other Personal Services,4971323.08,"Longer containment, larger demand shock",-0.46,22744.94,540.00,-6.32,-6.30,,
Japan,JPN,"Light/Heavy Manufacturing, Utilities, and Construction",4971323.08,"Longer containment, larger demand shock",-1.43,71020.32,696.00,-5.15,-5.29,,
Japan,JPN,Transport services,4971323.08,"Longer containment, larger demand shock",-0.37,18510.95,216.00,-8.58,-7.64,,
Japan,JPN,_All,4971323.08,"Longer containment, larger demand shock",-5.45,270824.88,3268.00,-5.45,-5.60,,
Republic of Korea,KOR,"Agriculture, Mining and Quarrying",1619423.701,"Longer containment, larger demand shock",-0.12,1938.84,80.00,-5.08,-5.11,,
Republic of Korea,KOR,"Business, Trade, Personal, and Public Services",1619423.701,"Longer containment, larger demand shock",-2.57,41574.95,713.00,-5.35,-5.26,,
Republic of Korea,KOR,Hotel and restaurants and Other Personal Services,1619423.701,"Longer containment, larger demand shock",-0.57,9213.84,402.00,-7.39,-7.31,,
Republic of Korea,KOR,"Light/Heavy Manufacturing, Utilities, and Construction",1619423.701,"Longer containment, larger demand shock",-1.89,30541.54,400.00,-4.89,-5.04,,
Republic of Korea,KOR,Transport services,1619423.701,"Longer containment, larger demand shock",-0.27,4432.59,138.00,-8.08,-10.25,,
Republic of Korea,KOR,_All,1619423.701,"Longer containment, larger demand shock",-5.42,87701.77,1732.00,-5.42,-5.80,,
Lithuania,LTU,"Agriculture, Mining and Quarrying",53429.06643,"Longer containment, larger demand shock",-0.16,83.19,6.00,-4.62,-4.22,,
Lithuania,LTU,"Business, Trade, Personal, and Public Services",53429.06643,"Longer containment, larger demand shock",-2.78,1486.66,58.00,-5.37,-5.87,,
Lithuania,LTU,Hotel and restaurants and Other Personal Services,53429.06643,"Longer containment, larger demand shock",-0.43,228.17,14.00,-11.22,-11.20,,
Lithuania,LTU,"Light/Heavy Manufacturing, Utilities, and Construction",53429.06643,"Longer containment, larger demand shock",-1.45,772.89,22.00,-5.06,-5.03,,
Lithuania,LTU,Transport services,53429.06643,"Longer containment, larger demand shock",-1.20,642.83,12.00,-9.71,-10.65,,
Lithuania,LTU,_All,53429.06643,"Longer containment, larger demand shock",-6.01,3213.74,111.00,-6.01,-6.20,,
Luxembourg,LUX,"Agriculture, Mining and Quarrying",70885.32588,"Longer containment, larger demand shock",-0.02,11.83,0.00,-3.95,-3.76,,
Luxembourg,LUX,"Business, Trade, Personal, and Public Services",70885.32588,"Longer containment, larger demand shock",-3.31,2345.06,14.00,-4.19,-4.39,,
Luxembourg,LUX,Hotel and restaurants and Other Personal Services,70885.32588,"Longer containment, larger demand shock",-0.85,600.95,7.00,-18.00,-13.72,,
Luxembourg,LUX,"Light/Heavy Manufacturing, Utilities, and Construction",70885.32588,"Longer containment, larger demand shock",-0.62,437.59,5.00,-5.20,-5.26,,
Luxembourg,LUX,Transport services,70885.32588,"Longer containment, larger demand shock",-0.91,644.91,10.00,-22.29,-30.91,,
Luxembourg,LUX,_All,70885.32588,"Longer containment, larger demand shock",-5.70,4040.35,36.00,-5.70,-7.16,,
Latvia,LVA,"Agriculture, Mining and Quarrying",34409.22918,"Longer containment, larger demand shock",-0.20,67.78,3.00,-5.21,-4.72,,
Latvia,LVA,"Business, Trade, Personal, and Public Services",34409.22918,"Longer containment, larger demand shock",-3.74,1285.85,41.00,-6.13,-6.13,,
Latvia,LVA,Hotel and restaurants and Other Personal Services,34409.22918,"Longer containment, larger demand shock",-0.43,149.63,10.00,-11.46,-9.10,,
Latvia,LVA,"Light/Heavy Manufacturing, Utilities, and Construction",34409.22918,"Longer containment, larger demand shock",-1.21,415.24,15.00,-5.31,-5.31,,
Latvia,LVA,Transport services,34409.22918,"Longer containment, larger demand shock",-2.56,881.09,16.00,-29.36,-32.73,,
Latvia,LVA,_All,34409.22918,"Longer containment, larger demand shock",-8.14,2799.59,86.00,-8.14,-7.27,,
Mexico,MEX,"Agriculture, Mining and Quarrying",1220699.48,"Longer containment, larger demand shock",-0.26,3228.94,182.00,-3.19,-1.81,,
Mexico,MEX,"Business, Trade, Personal, and Public Services",1220699.48,"Longer containment, larger demand shock",-0.35,4240.44,132.00,-0.66,-0.56,,
Mexico,MEX,Hotel and restaurants and Other Personal Services,1220699.48,"Longer containment, larger demand shock",-0.01,67.85,7.00,-0.11,-0.08,,
Mexico,MEX,"Light/Heavy Manufacturing, Utilities, and Construction",1220699.48,"Longer containment, larger demand shock",-0.58,7072.32,361.00,-2.04,-2.16,,
Mexico,MEX,Transport services,1220699.48,"Longer containment, larger demand shock",-0.04,504.64,22.00,-0.72,-0.78,,
Mexico,MEX,_All,1220699.48,"Longer containment, larger demand shock",-1.24,15114.20,704.00,-1.24,-1.13,,
Malta,MLT,"Agriculture, Mining and Quarrying",14553.42293,"Longer containment, larger demand shock",-0.05,7.07,0.00,-5.01,-5.01,,
Malta,MLT,"Business, Trade, Personal, and Public Services",14553.42293,"Longer containment, larger demand shock",-3.61,525.88,7.00,-5.90,-5.58,,
Malta,MLT,Hotel and restaurants and Other Personal Services,14553.42293,"Longer containment, larger demand shock",-2.45,356.43,7.00,-14.90,-14.70,,
Malta,MLT,"Light/Heavy Manufacturing, Utilities, and Construction",14553.42293,"Longer containment, larger demand shock",-0.79,115.07,2.00,-5.08,-4.99,,
Malta,MLT,Transport services,14553.42293,"Longer containment, larger demand shock",-0.67,98.08,2.00,-11.69,-11.12,,
Malta,MLT,_All,14553.42293,"Longer containment, larger demand shock",-7.58,1102.53,19.00,-7.58,-7.62,,
Netherlands,NET,"Agriculture, Mining and Quarrying",913658.4657,"Longer containment, larger demand shock",-0.16,1419.50,14.00,-5.33,-4.91,,
Netherlands,NET,"Business, Trade, Personal, and Public Services",913658.4657,"Longer containment, larger demand shock",-3.75,34287.93,372.00,-5.45,-5.49,,
Netherlands,NET,Hotel and restaurants and Other Personal Services,913658.4657,"Longer containment, larger demand shock",-0.31,2825.07,49.00,-6.38,-6.18,,
Netherlands,NET,"Light/Heavy Manufacturing, Utilities, and Construction",913658.4657,"Longer containment, larger demand shock",-0.97,8907.44,81.00,-5.15,-5.10,,
Netherlands,NET,Transport services,913658.4657,"Longer containment, larger demand shock",-0.62,5643.47,56.00,-14.12,-14.68,,
Netherlands,NET,_All,913658.4657,"Longer containment, larger demand shock",-5.81,53083.42,571.00,-5.81,-5.82,,
Norway,NOR,"Agriculture, Mining and Quarrying",434166.6154,"Longer containment, larger demand shock",-0.86,3723.42,44.00,-5.30,-3.73,,
Norway,NOR,"Business, Trade, Personal, and Public Services",434166.6154,"Longer containment, larger demand shock",-2.99,12996.46,37.00,-5.62,-5.48,,
Norway,NOR,Hotel and restaurants and Other Personal Services,434166.6154,"Longer containment, larger demand shock",-0.28,1202.18,4.00,-6.12,-6.02,,
Norway,NOR,"Light/Heavy Manufacturing, Utilities, and Construction",434166.6154,"Longer containment, larger demand shock",-0.95,4116.40,17.00,-5.27,-5.19,,
Norway,NOR,Transport services,434166.6154,"Longer containment, larger demand shock",-0.55,2377.44,7.00,-6.83,-6.74,,
Norway,NOR,_All,434166.6154,"Longer containment, larger demand shock",-5.62,24415.91,109.00,-5.62,-4.64,,
Poland,POL,"Agriculture, Mining and Quarrying",585663.8148,"Longer containment, larger demand shock",-0.34,1988.44,130.00,-6.98,-5.43,,
Poland,POL,"Business, Trade, Personal, and Public Services",585663.8148,"Longer containment, larger demand shock",-3.69,21628.96,631.00,-6.81,-6.52,,
Poland,POL,Hotel and restaurants and Other Personal Services,585663.8148,"Longer containment, larger demand shock",-0.74,4314.71,264.00,-19.38,-19.32,,
Poland,POL,"Light/Heavy Manufacturing, Utilities, and Construction",585663.8148,"Longer containment, larger demand shock",-2.02,11851.11,335.00,-6.28,-5.86,,
Poland,POL,Transport services,585663.8148,"Longer containment, larger demand shock",-2.01,11797.00,430.00,-41.54,-40.79,,
Poland,POL,_All,585663.8148,"Longer containment, larger demand shock",-8.81,51580.21,1790.00,-8.81,-8.86,,
Portugal,POR,"Agriculture, Mining and Quarrying",240674.5245,"Longer containment, larger demand shock",-0.14,345.29,31.00,-5.61,-5.42,,
Portugal,POR,"Business, Trade, Personal, and Public Services",240674.5245,"Longer containment, larger demand shock",-3.45,8307.36,174.00,-5.62,-5.79,,
Portugal,POR,Hotel and restaurants and Other Personal Services,240674.5245,"Longer containment, larger demand shock",-1.13,2722.63,68.00,-11.61,-10.50,,
Portugal,POR,"Light/Heavy Manufacturing, Utilities, and Construction",240674.5245,"Longer containment, larger demand shock",-1.19,2875.42,70.00,-5.55,-5.34,,
Portugal,POR,Transport services,240674.5245,"Longer containment, larger demand shock",-1.23,2961.03,38.00,-26.05,-21.22,,
Portugal,POR,_All,240674.5245,"Longer containment, larger demand shock",-7.15,17211.74,381.00,-7.15,-6.67,,
Romania,ROM,"Agriculture, Mining and Quarrying",239552.5167,"Longer containment, larger demand shock",-0.26,634.67,138.00,-4.58,-4.38,,
Romania,ROM,"Business, Trade, Personal, and Public Services",239552.5167,"Longer containment, larger demand shock",-2.33,5570.17,287.00,-5.02,-4.86,,
Romania,ROM,Hotel and restaurants and Other Personal Services,239552.5167,"Longer containment, larger demand shock",-0.46,1093.90,48.00,-6.91,-7.32,,
Romania,ROM,"Light/Heavy Manufacturing, Utilities, and Construction",239552.5167,"Longer containment, larger demand shock",-1.69,4042.21,172.00,-5.14,-5.12,,
Romania,ROM,Transport services,239552.5167,"Longer containment, larger demand shock",-0.69,1652.86,81.00,-8.15,-8.10,,
Romania,ROM,_All,239552.5167,"Longer containment, larger demand shock",-5.42,12993.81,726.00,-5.42,-5.16,,
Russia,RUS,"Agriculture, Mining and Quarrying",1657554.647,"Longer containment, larger demand shock",-0.60,9967.45,204.00,-3.66,-0.86,,
Russia,RUS,"Business, Trade, Personal, and Public Services",1657554.647,"Longer containment, larger demand shock",-0.46,7705.67,357.00,-0.92,-0.72,,
